/home/utkarsh/opensim-rl/lib/python3.6/site-packages/torch/cuda/__init__.py:52: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 10010). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at  /pytorch/c10/cuda/CUDAFunctions.cpp:100.)
  return torch._C._cuda_getDeviceCount() > 0
WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
==============SETTINGS================
{'cuda': False,
 'curriculum_threshold': 0.85,
 'env_name': 'mocca_envs:Walker3DStepperEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_02_18__19_42_48__experiment1/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'load_saved_controller': False,
 'log_dir': 'runs/2021_02_18__19_42_48__experiment1/logs',
 'log_interval': 1,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'num_ensembles': 1,
 'num_frames': 200000000.0,
 'num_mini_batch': 39,
 'num_processes': 112,
 'num_steps': 357,
 'num_tests': 4,
 'plot_prob': False,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'robot_power_decay_type': 'exponential',
 'sampling_scale': 150,
 'save_dir': 'runs/2021_02_18__19_42_48__experiment1/models',
 'save_every': 10000000.0,
 'save_sampling_prob': False,
 'seed': 8,
 'use_adaptive_sampling': False,
 'use_curriculum': False,
 'use_gae': True,
 'use_mirror': False,
 'use_phase_mirror': False,
 'use_specialist': False,
 'use_threshold_sampling': False}
--------------------------------------
/home/utkarsh/opensim-rl/lib/python3.6/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Updates 1, num timesteps 39984, FPS 706, mean/median reward -415.6/-257.4, min/max reward -7402.5/-132.6, test_mean/median reward -318.4/-318.4, test_min/max reward -318.4/-318.4, entropy -1.73520, value loss 9173.51386, policy loss -0.00248
Updates 2, num timesteps 79968, FPS 701, mean/median reward -355.4/-256.3, min/max reward -4026.2/-133.9, test_mean/median reward -290.6/-290.6, test_min/max reward -290.6/-290.6, entropy -1.72189, value loss 12145.43823, policy loss -0.00372
Updates 3, num timesteps 119952, FPS 693, mean/median reward -489.4/-253.9, min/max reward -8649.8/-126.9, test_mean/median reward -313.7/-313.7, test_min/max reward -313.7/-313.7, entropy -1.72994, value loss 18698.17158, policy loss -0.00382
Updates 4, num timesteps 159936, FPS 696, mean/median reward -713.2/-269.2, min/max reward -12512.2/-125.4, test_mean/median reward -261.9/-261.9, test_min/max reward -261.9/-261.9, entropy -1.73428, value loss 30555.98139, policy loss -0.00492
Updates 5, num timesteps 199920, FPS 696, mean/median reward -530.4/-271.8, min/max reward -8527.8/-113.9, test_mean/median reward -248.8/-248.8, test_min/max reward -248.8/-248.8, entropy -1.73263, value loss 18132.93254, policy loss -0.00196
Updates 6, num timesteps 239904, FPS 692, mean/median reward -499.1/-262.2, min/max reward -7207.5/-144.2, test_mean/median reward -338.7/-338.7, test_min/max reward -338.7/-338.7, entropy -1.73000, value loss 16986.10780, policy loss 0.00447
Updates 7, num timesteps 279888, FPS 689, mean/median reward -424.3/-276.4, min/max reward -7017.8/-135.6, test_mean/median reward -345.1/-345.1, test_min/max reward -345.1/-345.1, entropy -1.74190, value loss 11726.78188, policy loss -0.00401
Updates 8, num timesteps 319872, FPS 687, mean/median reward -463.4/-219.7, min/max reward -8482.4/-112.0, test_mean/median reward -322.4/-322.4, test_min/max reward -322.4/-322.4, entropy -1.76178, value loss 16292.90774, policy loss -0.00005
Updates 9, num timesteps 359856, FPS 682, mean/median reward -395.3/-233.3, min/max reward -8666.8/-133.6, test_mean/median reward -233.6/-233.6, test_min/max reward -233.6/-233.6, entropy -1.77636, value loss 17545.54600, policy loss -0.00320
Updates 10, num timesteps 399840, FPS 682, mean/median reward -570.4/-243.9, min/max reward -11198.2/-116.8, test_mean/median reward -222.3/-222.3, test_min/max reward -222.3/-222.3, entropy -1.78247, value loss 17104.70412, policy loss -0.00328
Updates 11, num timesteps 439824, FPS 680, mean/median reward -350.7/-230.3, min/max reward -9825.0/-85.1, test_mean/median reward -217.8/-217.8, test_min/max reward -217.8/-217.8, entropy -1.78572, value loss 17984.02061, policy loss 0.00217
Updates 12, num timesteps 479808, FPS 681, mean/median reward -256.5/-216.5, min/max reward -1530.5/-116.6, test_mean/median reward -180.3/-180.3, test_min/max reward -180.3/-180.3, entropy -1.79638, value loss 17088.86360, policy loss -0.00218
Updates 13, num timesteps 519792, FPS 682, mean/median reward -276.2/-218.1, min/max reward -2358.2/-134.8, test_mean/median reward -168.5/-168.5, test_min/max reward -168.5/-168.5, entropy -1.81256, value loss 7482.62410, policy loss -0.00650
Updates 14, num timesteps 559776, FPS 682, mean/median reward -406.7/-209.4, min/max reward -8413.4/-127.0, test_mean/median reward -167.4/-167.4, test_min/max reward -167.4/-167.4, entropy -1.83236, value loss 8767.68684, policy loss -0.00230
Updates 15, num timesteps 599760, FPS 684, mean/median reward -253.4/-201.9, min/max reward -2816.6/-112.9, test_mean/median reward -170.1/-170.1, test_min/max reward -170.1/-170.1, entropy -1.86670, value loss 7656.17479, policy loss -0.00042
Updates 16, num timesteps 639744, FPS 684, mean/median reward -342.6/-200.2, min/max reward -6646.5/-115.4, test_mean/median reward -160.3/-160.3, test_min/max reward -160.3/-160.3, entropy -1.88701, value loss 8005.59290, policy loss -0.00678
